"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5250913","Positive epigenetic regulation of rRNA expression","27/1152","105/10616",1.36273722144865e-05,0.00034340977980506,0.000285457586387665,"H2BC14/H2AC20/ACTB/H2AX/H3C7/KAT2B/H2AC8/KAT2A/H3C2/H2BC15/H3C13/POLR1A/H3C11/EHMT2/H2BC10/H2AC4/H4C3/POLR2L/HDAC1/TWISTNB/POLR1E/H2BC4/H2BC13/H3-3A/TAF1B/MTA1/H4C5",27
"R-HSA-1500620","Meiosis","29/1152","117/10616",1.42613297998236e-05,0.000352338736230937,0.00029287973479514,"LMNB1/H2BC14/MND1/CDK2/BLM/RAD51/RPA1/H2AC20/H2AX/H3C7/SUN2/ATM/H2AC8/H3C2/H2BC15/TERF2IP/LMNA/H3C13/H3C11/H2BC10/H2AC4/H4C3/H2BC4/RBBP8/TERF1/H2BC13/H3-3A/MLH3/H4C5",29
"R-HSA-3214815","HDACs deacetylate histones","25/1152","94/10616",1.50325658598957e-05,0.000357377980820163,0.000297068580548088,"H2BC14/H2AC15/H2AC13/H2AC20/H3C7/H2AC21/H2AC8/H3C2/H2BC15/H3C13/H2AC17/H2AC11/H3C11/TBL1XR1/H2BC10/H2AC4/H4C3/HDAC1/H2BC18/H2BC4/GPS2/H2BC13/NCOR2/MTA1/H4C5",25
"R-HSA-5625740","RHO GTPases activate PKNs","25/1152","94/10616",1.50325658598957e-05,0.000357377980820163,0.000297068580548088,"H2BC14/H2AC20/MYH9/H2AX/H3C7/H2AC8/H3C2/H2BC15/H3C13/H3C11/YWHAE/H2BC10/YWHAQ/H2AC4/H4C3/PKN3/H2BC4/YWHAZ/KDM4C/H2BC13/H3-3A/YWHAH/YWHAB/MYL12A/H4C5",25
"R-HSA-5250924","B-WICH complex positively regulates rRNA expression","24/1152","90/10616",2.11082364783969e-05,0.00049252551782926,0.000409409265029335,"H2BC14/H2AC20/ACTB/H2AX/H3C7/KAT2B/H2AC8/KAT2A/H3C2/H2BC15/H3C13/POLR1A/H3C11/H2BC10/H2AC4/H4C3/POLR2L/TWISTNB/POLR1E/H2BC4/H2BC13/H3-3A/TAF1B/H4C5",24
"R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","22/1152","79/10616",2.21316856859237e-05,0.000507016799350253,0.000421455067129074,"H1-5/LMNB1/H2BC14/CCNA2/CDK2/H1-2/H1-4/H2AC20/H2AX/ATM/H2AC8/CCNE2/H2BC15/TERF2IP/H2BC10/H2AC4/H4C3/H2BC4/TERF1/H2BC13/CCNE1/H4C5",22
"R-HSA-1912422","Pre-NOTCH Expression and Processing","27/1152","108/10616",2.36509448789551e-05,0.000522810360482166,0.000434583382355685,"H2BC14/CCND1/H2AC20/H2AX/H3C7/KAT2B/MOV10/H2AC8/KAT2A/H3C2/MAML2/H2BC15/E2F1/H3C13/H3C11/E2F3/H2BC10/H2AC4/TFDP2/H4C3/RAB6A/H2BC4/H2BC13/H3-3A/B4GALT1/FURIN/H4C5",27
"R-HSA-977225","Amyloid fiber formation","27/1152","108/10616",2.36509448789551e-05,0.000522810360482166,0.000434583382355685,"H2BC14/APP/H2AC20/H2AX/H3C7/TSPAN14/ITM2B/B2M/H2AC8/H3C2/H2BC15/H3C13/SORL1/H3C11/H2BC10/H2AC4/H4C3/SIAH2/H2BC4/TSPAN15/H2BC13/H3-3A/HSPG2/FURIN/SAA1/ADAM10/H4C5",27
"R-HSA-5693607","Processing of DNA double-strand break ends","25/1152","97/10616",2.6974398260461e-05,0.000585995548416911,0.000487105739912135,"BARD1/DNA2/TIMELESS/H2BC14/CCNA2/CDK2/BRIP1/BLM/RPA1/H2AX/ATM/RNF8/H2BC15/TIPIN/CHEK1/RFC3/H2BC10/H4C3/SUMO2/CLSPN/H2BC4/RBBP8/H2BC13/BRCC3/H4C5",25
"R-HSA-453274","Mitotic G2-G2/M phases","41/1152","197/10616",2.79480703728026e-05,0.000591337343369615,0.000491546079074993,"CDK1/CENPF/FOXM1/MYBL2/PLK1/CCNA2/GTSE1/CDK2/CCNB1/CDC25A/PLK4/CEP70/CEP78/CCNB2/NEK2/CDC25B/HMMR/PPP2R1B/TUBGCP4/PSMA4/CKAP5/LIN37/AURKA/LIN9/TPX2/ALMS1/E2F1/CEP152/AJUBA/YWHAE/E2F3/CETN2/WEE1/CDK7/HAUS4/PKMYT1/HAUS1/MAPRE1/OFD1/PSME3/BTRC",41
"R-HSA-8953750","Transcriptional Regulation by E2F6","13/1152","34/10616",2.81589211128388e-05,0.000591337343369615,0.000491546079074993,"RRM2/CDC7/RAD51/SUZ12/E2F1/MAX/CHEK1/EHMT2/EZH2/TFDP2/RBBP8/PCGF2/CBX5",13
"R-HSA-1912408","Pre-NOTCH Transcription and Translation","24/1152","92/10616",3.1337674800965e-05,0.000647302790970753,0.00053806706517619,"H2BC14/CCND1/H2AC20/H2AX/H3C7/KAT2B/MOV10/H2AC8/KAT2A/H3C2/MAML2/H2BC15/E2F1/H3C13/H3C11/E2F3/H2BC10/H2AC4/TFDP2/H4C3/H2BC4/H2BC13/H3-3A/H4C5",24
"R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes","16/1152","49/10616",3.44680641247651e-05,0.00070048001285813,0.000582270353211227,"CDK1/E2F8/CCNA2/CARM1/CDK2/CCNB1/RBL1/AURKA/CCNE2/E2F1/CNOT2/TFDP2/PCNA/PLK2/ZNF385A/CCNE1",16
"R-HSA-3247509","Chromatin modifying enzymes","52/1152","274/10616",3.73010585745127e-05,0.000734364590685718,0.000610436731605923,"H2BC14/CARM1/H2AC15/H2AC13/SMARCC2/SMARCA4/CCND1/H2AC20/ACTB/H2AX/H3C7/KDM6B/KAT2B/H2AC21/JMJD6/H2AC8/YEATS2/SUZ12/KAT2A/H3C2/RIOX2/H2BC15/H3C13/H2AC17/H2AC11/SMARCD2/H3C11/ARID1A/EHMT2/TBL1XR1/EZH2/TADA1/H2BC10/H2AC4/RELA/H4C3/DPY30/ELP5/HDAC1/SUV39H1/H2BC18/H2BC4/GPS2/KDM4C/H2BC13/SMARCC1/NFKB2/NCOR2/SUV39H2/MTA1/PRMT6/H4C5",52
"R-HSA-4839726","Chromatin organization","52/1152","274/10616",3.73010585745127e-05,0.000734364590685718,0.000610436731605923,"H2BC14/CARM1/H2AC15/H2AC13/SMARCC2/SMARCA4/CCND1/H2AC20/ACTB/H2AX/H3C7/KDM6B/KAT2B/H2AC21/JMJD6/H2AC8/YEATS2/SUZ12/KAT2A/H3C2/RIOX2/H2BC15/H3C13/H2AC17/H2AC11/SMARCD2/H3C11/ARID1A/EHMT2/TBL1XR1/EZH2/TADA1/H2BC10/H2AC4/RELA/H4C3/DPY30/ELP5/HDAC1/SUV39H1/H2BC18/H2BC4/GPS2/KDM4C/H2BC13/SMARCC1/NFKB2/NCOR2/SUV39H2/MTA1/PRMT6/H4C5",52
"R-HSA-8862803","Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models","10/1152","22/10616",4.13278461764676e-05,0.000788986154278018,0.000655840621141711,"LMNB1/CDC25A/CDC25B/APP/PRDX1/LMNA/YWHAE/CAPN1/PRDX2/CAPN2",10
"R-HSA-8863678","Neurodegenerative Diseases","10/1152","22/10616",4.13278461764676e-05,0.000788986154278018,0.000655840621141711,"LMNB1/CDC25A/CDC25B/APP/PRDX1/LMNA/YWHAE/CAPN1/PRDX2/CAPN2",10
"R-HSA-212300","PRC2 methylates histones and DNA","20/1152","72/10616",5.37961615794193e-05,0.00101168900880699,0.000840961206151173,"H2BC14/H2AC20/MTF2/H2AX/H3C7/H2AC8/DNMT3B/SUZ12/H3C2/H2BC15/H3C13/H3C11/EZH2/H2BC10/H2AC4/H4C3/H2BC4/H2BC13/H3-3A/H4C5",20
"R-HSA-69239","Synthesis of DNA","28/1152","119/10616",5.4955833132258e-05,0.00101829926098007,0.000846455943755367,"DNA2/CCNA2/CDK2/GINS1/MCM5/RPA1/GINS2/PSMA4/SKP2/UBE2C/MCM4/CCNE2/MCM2/CDC45/RFC3/ORC1/PCNA/POLA1/POLE2/GINS4/MCM7/CCNE1/CDT1/POLD2/CDC26/PSME3/MCM8/CDC6",28
"R-HSA-4419969","Depolymerisation of the Nuclear Lamina","8/1152","15/10616",5.99698937995937e-05,0.00109510240851432,0.000910298159124268,"CDK1/LMNB1/CCNB1/TMPO/LMNA/EMD/LPIN2/CNEP1R1",8
"R-HSA-73772","RNA Polymerase I Promoter Escape","23/1152","90/10616",6.4561647310124e-05,0.00116210965158223,0.000965997580053736,"H2BC14/H2AC20/H2AX/H3C7/ERCC2/H2AC8/H3C2/H2BC15/H3C13/POLR1A/H3C11/H2BC10/H2AC4/CDK7/H4C3/POLR2L/TWISTNB/POLR1E/H2BC4/H2BC13/H3-3A/TAF1B/H4C5",23
"R-HSA-69002","DNA Replication Pre-Initiation","22/1152","85/10616",7.52963824247214e-05,0.00133624565993168,0.00111074722776275,"MCM10/CDK2/MCM5/CDC7/GMNN/RPA1/PSMA4/MCM4/E2F1/DBF4/MCM2/CDC45/E2F2/ORC1/E2F3/POLA1/POLE2/MCM7/CDT1/PSME3/MCM8/CDC6",22
"R-HSA-5250941","Negative epigenetic regulation of rRNA expression","26/1152","109/10616",7.85510870853264e-05,0.00137464402399321,0.00114266566739619,"H2BC14/H2AC20/H2AX/H3C7/ERCC2/H2AC8/DNMT3B/H3C2/H2BC15/H3C13/POLR1A/H3C11/H2BC10/H2AC4/CDK7/H4C3/POLR2L/HDAC1/TWISTNB/SUV39H1/POLR1E/H2BC4/H2BC13/H3-3A/TAF1B/H4C5",26
"R-HSA-3928662","EPHB-mediated forward signaling","14/1152","42/10616",8.20712745367699e-05,0.00141657268378534,0.00117751864692265,"ITSN1/ACTG1/ACTB/ACTR3/LYN/EPHB2/EPHB4/EFNB2/ARPC1B/ROCK2/LIMK2/ROCK1/ARPC5/ACTR2",14
"R-HSA-2682334","EPH-Ephrin signaling","23/1152","92/10616",9.31310407918219e-05,0.00156460148530261,0.00130056681526825,"ITSN1/MYH9/ACTG1/ACTB/ACTR3/VAV2/LYN/EPHA2/EPHB2/EFNA1/EPHA4/EPHB4/EFNB2/CLTCL1/ARPC1B/ROCK2/NCK2/LIMK2/MYL12A/ROCK1/ARPC5/ADAM10/ACTR2",23
"R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","23/1152","92/10616",9.31310407918219e-05,0.00156460148530261,0.00130056681526825,"AURKB/BARD1/DNA2/CCNA2/CDK2/BRIP1/BLM/CHEK2/RPA1/SUPT16H/AURKA/ATM/TPX2/CHEK1/TAF13/RFC3/PRKAB2/RBBP8/HIPK2/MAPK14/TAF7/CSNK2A1/TAF15",23
"R-HSA-5334118","DNA methylation","18/1152","64/10616",0.000105346020486776,0.00174652612912286,0.0014517907255449,"H2BC14/UHRF1/H2AC20/H2AX/H3C7/H2AC8/DNMT3B/H3C2/H2BC15/H3C13/H3C11/H2BC10/H2AC4/H4C3/H2BC4/H2BC13/H3-3A/H4C5",18
"R-HSA-69275","G2/M Transition","39/1152","195/10616",0.000108213356778537,0.00177076402001243,0.00147193834579145,"CDK1/CENPF/FOXM1/MYBL2/PLK1/CCNA2/GTSE1/CDK2/CCNB1/CDC25A/PLK4/CEP70/CEP78/CCNB2/NEK2/CDC25B/HMMR/PPP2R1B/TUBGCP4/PSMA4/CKAP5/LIN37/AURKA/LIN9/TPX2/ALMS1/CEP152/AJUBA/YWHAE/CETN2/WEE1/CDK7/HAUS4/PKMYT1/HAUS1/MAPRE1/OFD1/PSME3/BTRC",39
"R-HSA-1474165","Reproduction","31/1152","143/10616",0.000117671059787973,0.00190084019657495,0.00158006348838101,"LMNB1/H2BC14/MND1/CDK2/BLM/RAD51/RPA1/H2AC20/H2AX/H3C7/SUN2/ATM/H2AC8/H3C2/H2BC15/TERF2IP/LMNA/H3C13/H3C11/CD9/H2BC10/H2AC4/H4C3/H2BC4/RBBP8/TERF1/H2BC13/H3-3A/B4GALT1/MLH3/H4C5",31
"R-HSA-427413","NoRC negatively regulates rRNA expression","25/1152","106/10616",0.000130029369270136,0.00207388614278952,0.00172390702763206,"H2BC14/H2AC20/H2AX/H3C7/ERCC2/H2AC8/DNMT3B/H3C2/H2BC15/H3C13/POLR1A/H3C11/H2BC10/H2AC4/CDK7/H4C3/POLR2L/HDAC1/TWISTNB/POLR1E/H2BC4/H2BC13/H3-3A/TAF1B/H4C5",25
"R-HSA-109581","Apoptosis","36/1152","177/10616",0.000138125473666886,0.00217547621025345,0.00180835324077041,"H1-5/LMNB1/H1-2/PSMA4/H1-4/BID/HMGB2/SPTAN1/CASP6/C1QBP/E2F1/LMNA/BCL2L1/YWHAE/CTNNB1/YWHAQ/ARHGAP10/BCAP31/ADD1/TFDP2/DSG2/CYCS/OMA1/DFFA/CLSPN/YWHAZ/FNTA/TP53BP2/YWHAH/TNFSF10/YWHAB/CFLAR/PSME3/ROCK1/DNM1L/PRKCD",36
"R-HSA-948021","Transport to the Golgi and subsequent modification","37/1152","184/10616",0.000143346170912452,0.00222982932530481,0.00185353398385822,"COG6/COG1/BET1L/CTSC/ARF4/COG3/GOLGB1/SEC24A/YKT6/SPTAN1/GOSR1/ARFGAP3/KDELR3/COG5/COPA/NAPA/MIA3/CAPZB/SAR1B/MGAT4B/MANEA/SPTBN1/BET1/COPG2/GOSR2/SEC23A/GBF1/STX5/MIA2/SEC23IP/B4GALT5/CD59/CAPZA2/MAN2A1/B4GALT1/FUT8/CTSZ",37
"R-HSA-8856688","Golgi-to-ER retrograde transport","29/1152","132/10616",0.000150891087457036,0.00231857036824226,0.00192729951244866,"CENPE/KIF20A/KIF4A/GALNT2/KIF23/KIFC1/ARF4/KIF18B/KIF20B/ARFGAP3/KIF18A/KDELR3/COPA/NAPA/CAPZB/PAFAH1B3/COPG2/GBF1/KIF16B/RAB3GAP2/RINT1/KIF1C/RAB6A/GALNT1/CAPZA2/KIF2A/BICD2/BICD1/RAB18",29
"R-HSA-9616222","Transcriptional regulation of granulopoiesis","22/1152","89/10616",0.000156908049831973,0.00238197762395525,0.00198000646268628,"H2BC14/CDK2/H2AC20/H2AX/H3C7/CBFB/H2AC8/H3C2/H2BC15/E2F1/H3C13/H3C11/H2BC10/H2AC4/TFDP2/H4C3/H2BC4/H2BC13/H3-3A/CEBPB/KLF5/H4C5",22
"R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere","19/1152","72/10616",0.000173465668227698,0.00257137343490471,0.00213744074162923,"H2BC14/KNL1/CENPI/CENPA/H2AC20/H2AX/H2AC8/CENPU/H2BC15/CENPM/CENPQ/H2BC10/H2AC4/H4C3/CENPH/H2BC4/CENPN/H2BC13/H4C5",19
"R-HSA-774815","Nucleosome assembly","19/1152","72/10616",0.000173465668227698,0.00257137343490471,0.00213744074162923,"H2BC14/KNL1/CENPI/CENPA/H2AC20/H2AX/H2AC8/CENPU/H2BC15/CENPM/CENPQ/H2BC10/H2AC4/H4C3/CENPH/H2BC4/CENPN/H2BC13/H4C5",19
"R-HSA-157118","Signaling by NOTCH","44/1152","234/10616",0.000179891078894397,0.00263561348147604,0.00219083994491952,"DLGAP5/H2BC14/PSMA4/CCND1/H2AC20/H2AX/H3C7/KAT2B/MOV10/H2AC8/STAT1/TACC3/KAT2A/H3C2/MAML2/H2BC15/E2F1/H3C13/DTX4/H3C11/HIF1A/TBL1XR1/E2F3/H2BC10/H2AC4/TFDP2/H4C3/RAB6A/HDAC1/MDK/ARRB2/H2BC4/YWHAZ/SMAD3/H2BC13/ITCH/H3-3A/B4GALT1/DTX2/NCOR2/FURIN/PSME3/ADAM10/H4C5",44
"R-HSA-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","23/1152","96/10616",0.000185848841675243,0.00269160391391731,0.00223738169953862,"H2BC14/H2AC20/H2AX/H3C7/KAT2B/MOV10/CBFB/H2AC8/H3C2/H2BC15/H3C13/NR4A3/H3C11/H2BC10/H2AC4/H4C3/DPY30/HDAC1/H2BC4/H2BC13/H3-3A/PRMT6/H4C5",23
"R-HSA-5357801","Programmed Cell Death","36/1152","180/10616",0.000196244047493739,0.00280985795275127,0.00233567975186927,"H1-5/LMNB1/H1-2/PSMA4/H1-4/BID/HMGB2/SPTAN1/CASP6/C1QBP/E2F1/LMNA/BCL2L1/YWHAE/CTNNB1/YWHAQ/ARHGAP10/BCAP31/ADD1/TFDP2/DSG2/CYCS/OMA1/DFFA/CLSPN/YWHAZ/FNTA/TP53BP2/YWHAH/TNFSF10/YWHAB/CFLAR/PSME3/ROCK1/DNM1L/PRKCD",36
"R-HSA-427359","SIRT1 negatively regulates rRNA expression","18/1152","67/10616",0.000199784767030141,0.00282841355570762,0.00235110399994075,"H2BC14/H2AC20/H2AX/H3C7/H2AC8/H3C2/H2BC15/H3C13/H3C11/H2BC10/H2AC4/H4C3/SUV39H1/H2BC4/H2BC13/H3-3A/TAF1B/H4C5",18
"R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","25/1152","109/10616",0.000208153511603467,0.00291414916244854,0.00242237127538538,"H2BC14/CCNA2/CDK2/H2AC20/UBE2C/H2AX/H3C7/H2AC8/H3C2/H2BC15/H3C13/H3C11/CDK6/EHMT2/H2BC10/H2AC4/RELA/H4C3/RPS6KA1/H2BC4/H2BC13/H3-3A/CEBPB/CDC26/H4C5",25
"R-HSA-2980766","Nuclear Envelope Breakdown","15/1152","52/10616",0.000287778722611672,0.00394131728794247,0.00327619941646011,"CDK1/PLK1/LMNB1/CCNB1/CCNB2/TMPO/LMNA/NUP155/EMD/NUP188/LPIN2/NUP85/NUP50/CNEP1R1/NEK6",15
"R-HSA-381070","IRE1alpha activates chaperones","15/1152","52/10616",0.000287778722611672,0.00394131728794247,0.00327619941646011,"WIPI1/SERP1/FKBP14/KDELR3/SYVN1/TSPYL2/PPP2R5B/GOSR2/LMNA/GFPT1/ADD1/SRPRA/CXXC1/ERN1/WFS1",15
"R-HSA-6804116","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest","7/1152","14/10616",0.000299841747918366,0.00405372498944848,0.0033696377314129,"E2F8/CCNA2/CDK2/CCNE2/E2F1/ZNF385A/CCNE1",7
"R-HSA-6804114","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest","8/1152","18/10616",0.000302420753181077,0.00405372498944848,0.0033696377314129,"CDK1/CARM1/CCNB1/RBL1/AURKA/TFDP2/PCNA/ZNF385A",8
"R-HSA-427389","ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression","19/1152","75/10616",0.00030807531524025,0.00406144861505233,0.00337605795486806,"H2BC14/H2AC20/H2AX/H3C7/H2AC8/H3C2/H2BC15/H3C13/H3C11/EHMT2/H2BC10/H2AC4/H4C3/HDAC1/H2BC4/H2BC13/H3-3A/MTA1/H4C5",19
"R-HSA-8953897","Cellular responses to external stimuli","78/1152","491/10616",0.000309500498430031,0.00406144861505233,0.00337605795486806,"H1-5/LMNB1/H2BC14/CCNA2/CDK2/H1-2/RPA1/PSMA4/SOD1/CYBA/HSPA9/H1-4/H2AC20/UBE2C/MT1X/H2AX/H3C7/KDM6B/MOV10/ATM/H2AC8/CAPZB/SUZ12/H3C2/CCNE2/PRDX1/HIGD1A/H2BC15/E2F1/TERF2IP/BAG1/H3C13/H3C11/E2F2/AJUBA/CDK6/MT1F/YWHAE/TXN/GSTP1/HIF1A/EHMT2/E2F3/BAG2/EZH2/CAMK2G/H2BC10/H2AC4/ID1/RELA/HSPA13/TFDP2/H4C3/PRDX2/RPS6KA1/NUP155/CYCS/LAMTOR3/CBX6/H2BC4/NUP188/MAPK9/RRAGC/CAPZA2/MAPK14/TERF1/H2BC13/TCIRG1/H3-3A/CCNE1/NUP85/NUP50/CEBPB/CDC26/PSME3/MAPKAPK2/MAP3K5/H4C5",78
"R-HSA-157579","Telomere Maintenance","20/1152","81/10616",0.000312667075920695,0.00406144861505233,0.00337605795486806,"DNA2/H2BC14/RPA1/H2AC20/H2AX/H2AC8/H2BC15/TERF2IP/RFC3/H2BC10/H2AC4/PCNA/H4C3/POLA1/H2BC4/POLE2/TERF1/H2BC13/POLD2/H4C5",20
"R-HSA-2262752","Cellular responses to stress","76/1152","477/10616",0.000336496307250275,0.00432638109321782,0.00359628169402818,"H1-5/LMNB1/H2BC14/CCNA2/CDK2/H1-2/RPA1/PSMA4/SOD1/CYBA/HSPA9/H1-4/H2AC20/UBE2C/H2AX/H3C7/KDM6B/MOV10/ATM/H2AC8/CAPZB/SUZ12/H3C2/CCNE2/PRDX1/HIGD1A/H2BC15/E2F1/TERF2IP/BAG1/H3C13/H3C11/E2F2/AJUBA/CDK6/YWHAE/TXN/GSTP1/HIF1A/EHMT2/E2F3/BAG2/EZH2/CAMK2G/H2BC10/H2AC4/ID1/RELA/HSPA13/TFDP2/H4C3/PRDX2/RPS6KA1/NUP155/CYCS/LAMTOR3/CBX6/H2BC4/NUP188/MAPK9/RRAGC/CAPZA2/MAPK14/TERF1/H2BC13/TCIRG1/H3-3A/CCNE1/NUP85/NUP50/CEBPB/CDC26/PSME3/MAPKAPK2/MAP3K5/H4C5",76
"R-HSA-5689901","Metalloprotease DUBs","12/1152","37/10616",0.000351489816207628,0.00443895648708089,0.00368985940237718,"BARD1/H2AC15/H2AC13/H2AC20/KAT2B/H2AC21/H2AC8/H2AC17/H2AC11/H2AC4/STAM/BRCC3",12
"R-HSA-6807878","COPI-mediated anterograde transport","23/1152","100/10616",0.000352298133895309,0.00443895648708089,0.00368985940237718,"COG6/COG1/BET1L/ARF4/COG3/GOLGB1/YKT6/SPTAN1/GOSR1/ARFGAP3/KDELR3/COG5/COPA/NAPA/CAPZB/SPTBN1/BET1/COPG2/GOSR2/GBF1/STX5/CD59/CAPZA2",23
"R-HSA-199977","ER to Golgi Anterograde Transport","31/1152","153/10616",0.000419828147371716,0.00523746005632042,0.00435361132501155,"COG6/COG1/BET1L/CTSC/ARF4/COG3/GOLGB1/SEC24A/YKT6/SPTAN1/GOSR1/ARFGAP3/KDELR3/COG5/COPA/NAPA/MIA3/CAPZB/SAR1B/SPTBN1/BET1/COPG2/GOSR2/SEC23A/GBF1/STX5/MIA2/SEC23IP/CD59/CAPZA2/CTSZ",31
"R-HSA-5633007","Regulation of TP53 Activity","32/1152","160/10616",0.000434700463114409,0.00536982925023681,0.00446364252630378,"CDK1/AURKB/BARD1/DNA2/CCNA2/CDK2/BRIP1/BLM/CHEK2/PPP2R1B/RPA1/SUPT16H/JMY/AURKA/ATM/TPX2/PIP4K2B/CHEK1/TAF13/RFC3/EHMT2/HDAC1/PRKAB2/RBBP8/HIPK2/BRD7/MAPK14/TP53BP2/ZNF385A/TAF7/CSNK2A1/TAF15",32
"R-HSA-68689","CDC6 association with the ORC:origin complex","6/1152","11/10616",0.000459731084781451,0.00561693150605457,0.00466904498623584,"E2F1/E2F2/ORC1/E2F3/MCM8/CDC6",6
"R-HSA-111465","Apoptotic cleavage of cellular proteins","12/1152","38/10616",0.000463619743356886,0.00561693150605457,0.00466904498623584,"LMNB1/SPTAN1/CASP6/LMNA/CTNNB1/BCAP31/ADD1/DSG2/CLSPN/FNTA/ROCK1/PRKCD",12
"R-HSA-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates","11/1152","33/10616",0.000473019767032688,0.00567623720439226,0.00471834253832105,"BARD1/DNA2/BRIP1/BLM/RAD51AP1/RAD51/GEN1/ATM/XRCC2/RBBP8/SPIDR",11
"R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex","21/1152","90/10616",0.00051053318299871,0.00601315024320497,0.00499839974268082,"H2BC14/SMARCA4/H2AC20/H2AX/H3C7/H2AC8/H3C2/H2BC15/H3C13/H3C11/CTNNB1/H2BC10/TCF7L2/H2AC4/H4C3/HDAC1/H2BC4/H2BC13/H3-3A/BCL9/H4C5",21
"R-HSA-5625886","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3","17/1152","66/10616",0.000510640536526136,0.00601315024320497,0.00499839974268082,"H2BC14/H2AC20/H2AX/H3C7/H2AC8/H3C2/H2BC15/H3C13/H3C11/H2BC10/H2AC4/H4C3/H2BC4/KDM4C/H2BC13/H3-3A/H4C5",17
"R-HSA-8854518","AURKA Activation by TPX2","18/1152","72/10616",0.000522900393132528,0.00610050458654616,0.00507101258447238,"CDK1/PLK1/PLK4/CEP70/CEP78/NEK2/HMMR/CKAP5/AURKA/TPX2/ALMS1/CEP152/YWHAE/CETN2/HAUS4/HAUS1/MAPRE1/OFD1",18
"R-HSA-6811438","Intra-Golgi traffic","13/1152","44/10616",0.000560023583988994,0.00647366711767094,0.00538120199004393,"COG6/COG1/BET1L/COG3/YKT6/GOSR1/COG5/NAPA/TRIP11/GOSR2/STX5/CYTH3/MAN2A1",13
"R-HSA-73884","Base Excision Repair","21/1152","91/10616",0.00059722183405785,0.00684090464466264,0.00568646626686661,"H2BC14/RPA1/H2AC20/H2AX/H2AC8/H2BC15/TERF2IP/NEIL3/RFC3/UNG/H2BC10/H2AC4/PCNA/H4C3/H2BC4/POLE2/POLB/TERF1/H2BC13/POLD2/H4C5",21
"R-HSA-5685942","HDR through Homologous Recombination (HRR)","17/1152","67/10616",0.000616331498154776,0.00699619538445962,0.00581555088348982,"BARD1/DNA2/BRIP1/BLM/RAD51AP1/RAD51/RPA1/GEN1/ATM/CHEK1/RFC3/XRCC2/PCNA/RBBP8/POLE2/SPIDR/POLD2",17
"R-HSA-5693537","Resolution of D-Loop Structures","11/1152","34/10616",0.000631513017136061,0.00708068966405729,0.00588578631222807,"BARD1/DNA2/BRIP1/BLM/RAD51AP1/RAD51/GEN1/ATM/XRCC2/RBBP8/SPIDR",11
"R-HSA-381038","XBP1(S) activates chaperone genes","14/1152","50/10616",0.000635014231776566,0.00708068966405729,0.00588578631222807,"WIPI1/SERP1/FKBP14/KDELR3/SYVN1/TSPYL2/PPP2R5B/GOSR2/LMNA/GFPT1/ADD1/SRPRA/CXXC1/WFS1",14
"R-HSA-4615885","SUMOylation of DNA replication proteins","13/1152","45/10616",0.000710469981307456,0.00785256295129293,0.00652740195199371,"AURKB/TOP2A/INCENP/CDCA8/AURKA/BIRC5/PCNA/NUP155/SUMO2/NUP188/PIAS3/NUP85/NUP50",13
"R-HSA-73728","RNA Polymerase I Promoter Opening","16/1152","62/10616",0.000722849716614216,0.00791991863420793,0.00658339101172673,"H2BC14/H2AC20/H2AX/H3C7/H2AC8/H3C2/H2BC15/H3C13/H3C11/H2BC10/H2AC4/H4C3/H2BC4/H2BC13/H3-3A/H4C5",16
"R-HSA-5578749","Transcriptional regulation by small RNAs","23/1152","105/10616",0.000734155106471434,0.00797444339787937,0.00662871443683373,"H2BC14/H2AC20/H2AX/H3C7/H2AC8/H3C2/H2BC15/H3C13/H3C11/H2BC10/H2AC4/H4C3/POLR2L/NUP155/H2BC4/POLR2C/NUP188/RAN/H2BC13/H3-3A/NUP85/NUP50/H4C5",23
"R-HSA-2565942","Regulation of PLK1 Activity at G2/M Transition","20/1152","87/10616",0.000840929863129739,0.0090561677567818,0.00752789216207008,"CDK1/PLK1/CCNB1/PLK4/CEP70/CEP78/CCNB2/NEK2/CKAP5/AURKA/ALMS1/CEP152/AJUBA/YWHAE/CETN2/HAUS4/HAUS1/MAPRE1/OFD1/BTRC",20
"R-HSA-5693554","Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)","9/1152","26/10616",0.00113721364830538,0.0121431287869897,0.0100939124002128,"BARD1/DNA2/BRIP1/BLM/RAD51AP1/RAD51/ATM/XRCC2/RBBP8",9
